user_id,item_id,story,casting,direction,images,music,rating
3bkYu5yefHj8OoJVC7PtpQ--/,85364,1,3,3,3,3,1
3bkYu5yefHj8OoJVC7PtpQ--/,333833,1,1,3,5,3,1
3bkYu5yefHj8OoJVC7PtpQ--/,162168,1,3,3,5,3,3
3bkYu5yefHj8OoJVC7PtpQ--/,332681,1,1,3,1,1,1
3bkYu5yefHj8OoJVC7PtpQ--/,332598,1,5,3,5,3,3
3bkYu5yefHj8OoJVC7PtpQ--/,318846,1,1,1,1,3,1
3bkYu5yefHj8OoJVC7PtpQ--/,332566,1,1,1,1,3,1
3bkYu5yefHj8OoJVC7PtpQ--/,330690,1,3,5,3,3,3
3bkYu5yefHj8OoJVC7PtpQ--/,332678,1,3,3,5,3,1
3bkYu5yefHj8OoJVC7PtpQ--/,334875,1,1,3,3,3,1
3bkYu5yefHj8OoJVC7PtpQ--/,333641,1,1,1,1,1,1
3bkYu5yefHj8OoJVC7PtpQ--/,335133,1,3,3,1,1,1
3bkYu5yefHj8OoJVC7PtpQ--/,331973,1,1,1,3,1,1
3bkYu5yefHj8OoJVC7PtpQ--/,332005,1,3,3,3,3,5
3bkYu5yefHj8OoJVC7PtpQ--/,332521,1,1,1,1,1,1
3bkYu5yefHj8OoJVC7PtpQ--/,331467,1,1,1,1,3,3
3bkYu5yefHj8OoJVC7PtpQ--/,333057,1,1,1,1,1,1
5FrGCtKSZy.HI.FdBafUeGoo/,345422,1,3,3,5,5,5
5FrGCtKSZy.HI.FdBafUeGoo/,327912,1,5,5,3,5,5
5FrGCtKSZy.HI.FdBafUeGoo/,339156,1,5,5,5,5,5
5FrGCtKSZy.HI.FdBafUeGoo/,344361,1,3,1,3,3,1
5FrGCtKSZy.HI.FdBafUeGoo/,341728,1,5,5,3,3,5
5FrGCtKSZy.HI.FdBafUeGoo/,86718,1,5,5,5,5,5
5FrGCtKSZy.HI.FdBafUeGoo/,342984,1,5,5,5,5,5
5FrGCtKSZy.HI.FdBafUeGoo/,327204,1,5,5,5,5,5
5FrGCtKSZy.HI.FdBafUeGoo/,343365,1,5,5,5,5,5
5FrGCtKSZy.HI.FdBafUeGoo/,343523,1,5,5,5,5,5
5FrGCtKSZy.HI.FdBafUeGoo/,341884,1,5,5,5,3,5
5FrGCtKSZy.HI.FdBafUeGoo/,344222,1,5,5,3,3,5
5FrGCtKSZy.HI.FdBafUeGoo/,337503,1,5,5,5,5,5
5FrGCtKSZy.HI.FdBafUeGoo/,345692,1,1,3,3,3,5
5FrGCtKSZy.HI.FdBafUeGoo/,330245,1,3,5,3,5,5
5FrGCtKSZy.HI.FdBafUeGoo/,338319,1,5,5,5,3,5
5FrGCtKSZy.HI.FdBafUeGoo/,343176,1,5,5,5,5,5
5FrGCtKSZy.HI.FdBafUeGoo/,345554,1,5,5,5,5,5
5FrGCtKSZy.HI.FdBafUeGoo/,342623,1,5,5,3,3,5
5FrGCtKSZy.HI.FdBafUeGoo/,342733,1,5,5,5,5,5
5MAe8_2DZi_Zcwz74jIcJpZ4/,340064,1,1,1,1,3,3
5MAe8_2DZi_Zcwz74jIcJpZ4/,341452,1,5,3,3,3,3
5MAe8_2DZi_Zcwz74jIcJpZ4/,343456,1,5,3,3,5,3
5MAe8_2DZi_Zcwz74jIcJpZ4/,341374,1,1,1,1,3,3
5MAe8_2DZi_Zcwz74jIcJpZ4/,338649,1,5,5,5,5,5
5MAe8_2DZi_Zcwz74jIcJpZ4/,343721,1,5,5,3,3,5
5MAe8_2DZi_Zcwz74jIcJpZ4/,343529,1,5,3,5,5,5
5MAe8_2DZi_Zcwz74jIcJpZ4/,341523,1,5,3,3,3,3
5MAe8_2DZi_Zcwz74jIcJpZ4/,342205,1,3,5,3,3,5
5MAe8_2DZi_Zcwz74jIcJpZ4/,343507,1,5,5,5,5,5
5MAe8_2DZi_Zcwz74jIcJpZ4/,341611,1,5,5,5,3,5
5MAe8_2DZi_Zcwz74jIcJpZ4/,340851,1,3,3,5,3,3
5MAe8_2DZi_Zcwz74jIcJpZ4/,344429,1,5,3,3,3,3
5MAe8_2DZi_Zcwz74jIcJpZ4/,339915,1,5,5,5,5,5
5MAe8_2DZi_Zcwz74jIcJpZ4/,341293,1,3,5,3,3,3
5MAe8_2DZi_Zcwz74jIcJpZ4/,342478,1,1,1,3,3,3
5MAe8_2DZi_Zcwz74jIcJpZ4/,340512,1,5,3,3,3,3
5MAe8_2DZi_Zcwz74jIcJpZ4/,342338,1,5,5,3,3,5
5MAe8_2DZi_Zcwz74jIcJpZ4/,344450,1,1,3,3,3,3
5MAe8_2DZi_Zcwz74jIcJpZ4/,339228,1,3,3,5,3,3
7R0DthCbfC2onWmsgA.lxHz8ivlP/,327916,1,1,1,1,1,1
7R0DthCbfC2onWmsgA.lxHz8ivlP/,332026,1,1,3,3,1,3
7R0DthCbfC2onWmsgA.lxHz8ivlP/,162057,1,5,5,5,3,5
7R0DthCbfC2onWmsgA.lxHz8ivlP/,326536,1,3,3,3,3,3
7R0DthCbfC2onWmsgA.lxHz8ivlP/,321121,1,3,3,3,3,5
7R0DthCbfC2onWmsgA.lxHz8ivlP/,324256,1,5,3,3,3,5
7R0DthCbfC2onWmsgA.lxHz8ivlP/,239779,1,3,3,3,3,5
7R0DthCbfC2onWmsgA.lxHz8ivlP/,161850,1,5,5,5,3,5
7R0DthCbfC2onWmsgA.lxHz8ivlP/,160133,1,5,3,3,5,5
7R0DthCbfC2onWmsgA.lxHz8ivlP/,20034,1,5,5,5,3,5
7R0DthCbfC2onWmsgA.lxHz8ivlP/,331111,1,1,1,1,3,3
7R0DthCbfC2onWmsgA.lxHz8ivlP/,328546,1,3,3,3,3,5
7R0DthCbfC2onWmsgA.lxHz8ivlP/,327839,1,3,3,3,3,5
7R0DthCbfC2onWmsgA.lxHz8ivlP/,326203,1,5,5,5,5,5
7R0DthCbfC2onWmsgA.lxHz8ivlP/,319038,1,3,3,3,3,3
7R0DthCbfC2onWmsgA.lxHz8ivlP/,2154,1,3,3,5,3,3
7R0DthCbfC2onWmsgA.lxHz8ivlP/,18187,1,3,3,3,3,3
7R0DthCbfC2onWmsgA.lxHz8ivlP/,326246,1,5,5,5,5,5
7R0DthCbfC2onWmsgA.lxHz8ivlP/,329291,1,3,1,3,1,1
7R0DthCbfC2onWmsgA.lxHz8ivlP/,241370,1,1,1,1,1,1
7XiR5NKdbCHrkcg86RtxSYY-/,324252,1,3,3,3,3,3
7XiR5NKdbCHrkcg86RtxSYY-/,327925,1,5,5,3,5,1
7XiR5NKdbCHrkcg86RtxSYY-/,324028,1,3,3,5,5,1
7XiR5NKdbCHrkcg86RtxSYY-/,240267,1,3,3,5,5,3
7XiR5NKdbCHrkcg86RtxSYY-/,331816,1,5,5,5,3,5
7XiR5NKdbCHrkcg86RtxSYY-/,322922,1,3,1,3,3,1
7XiR5NKdbCHrkcg86RtxSYY-/,159857,1,5,3,3,3,1
7XiR5NKdbCHrkcg86RtxSYY-/,238161,1,5,1,1,5,3
7XiR5NKdbCHrkcg86RtxSYY-/,321766,1,5,5,5,5,5
7XiR5NKdbCHrkcg86RtxSYY-/,239553,1,1,1,1,1,1
7XiR5NKdbCHrkcg86RtxSYY-/,239785,1,3,3,5,3,1
7XiR5NKdbCHrkcg86RtxSYY-/,324789,1,5,5,3,3,3
7XiR5NKdbCHrkcg86RtxSYY-/,322731,1,3,3,3,1,1
7XiR5NKdbCHrkcg86RtxSYY-/,320059,1,1,1,1,3,1
7XiR5NKdbCHrkcg86RtxSYY-/,322931,1,3,3,3,1,1
7XiR5NKdbCHrkcg86RtxSYY-/,322605,1,5,5,3,5,5
7XiR5NKdbCHrkcg86RtxSYY-/,16247,1,3,3,3,3,5
7XiR5NKdbCHrkcg86RtxSYY-/,161819,1,3,1,1,3,1
7XiR5NKdbCHrkcg86RtxSYY-/,318646,1,3,3,3,3,1
7XiR5NKdbCHrkcg86RtxSYY-/,322041,1,3,5,5,3,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,241894,1,5,5,5,5,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,335122,1,5,3,3,3,3
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,6006,1,5,5,5,5,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,324203,1,5,5,5,3,3
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,236576,1,3,5,5,3,3
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,334516,1,5,5,5,5,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,332244,1,5,5,5,5,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,159595,1,5,5,5,3,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,321821,1,5,5,5,5,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,2050,1,5,5,5,5,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,328493,1,5,5,5,5,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,333252,1,5,3,3,3,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,323638,1,5,5,5,5,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,83416,1,5,5,5,5,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,323681,1,5,5,5,5,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,237101,1,5,5,5,5,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,237373,1,5,5,3,3,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,327925,1,5,5,5,5,5
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,327838,1,3,3,5,5,3
8VOL5OSbYCDDkz1K1qV1yD5mO5gAdQuh/,334855,1,5,5,5,5,5
9QziJTuCdDrtECq39.yTfEtKhw--/,341849,1,5,5,3,3,5
9QziJTuCdDrtECq39.yTfEtKhw--/,343237,1,1,3,3,3,3
9QziJTuCdDrtECq39.yTfEtKhw--/,339309,1,3,3,3,3,5
9QziJTuCdDrtECq39.yTfEtKhw--/,338081,1,1,1,1,3,3
9QziJTuCdDrtECq39.yTfEtKhw--/,339180,1,3,5,5,5,5
9QziJTuCdDrtECq39.yTfEtKhw--/,338137,1,5,3,3,3,5
9QziJTuCdDrtECq39.yTfEtKhw--/,343639,1,3,3,3,1,5
9QziJTuCdDrtECq39.yTfEtKhw--/,330179,1,5,3,3,5,5
9QziJTuCdDrtECq39.yTfEtKhw--/,332430,1,1,3,3,3,5
9QziJTuCdDrtECq39.yTfEtKhw--/,342785,1,3,5,3,5,5
9QziJTuCdDrtECq39.yTfEtKhw--/,339230,1,3,5,3,3,5
9QziJTuCdDrtECq39.yTfEtKhw--/,330912,1,3,5,3,3,5
9QziJTuCdDrtECq39.yTfEtKhw--/,333627,1,3,3,3,3,3
9QziJTuCdDrtECq39.yTfEtKhw--/,342363,1,5,5,3,5,5
9QziJTuCdDrtECq39.yTfEtKhw--/,340151,1,1,1,3,1,3
9QziJTuCdDrtECq39.yTfEtKhw--/,340493,1,1,1,1,1,3
9QziJTuCdDrtECq39.yTfEtKhw--/,341611,1,3,5,5,3,5
9QziJTuCdDrtECq39.yTfEtKhw--/,332390,1,1,3,3,3,3
9QziJTuCdDrtECq39.yTfEtKhw--/,342623,1,3,1,1,1,1
9QziJTuCdDrtECq39.yTfEtKhw--/,333520,1,1,1,1,1,1
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,322385,1,3,5,5,3,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,162764,1,5,3,3,3,3
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,18189,1,5,5,5,5,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,16993,1,5,5,3,3,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,322311,1,3,3,3,3,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,324445,1,1,3,3,1,3
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,319046,1,1,3,3,3,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,18931,1,5,5,5,5,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,159875,1,5,5,5,5,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,326039,1,3,3,3,3,3
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,320424,1,5,5,3,5,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,329605,1,5,5,5,3,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,320487,1,3,3,3,1,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,83647,1,5,5,5,5,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,28680,1,5,5,5,5,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,25222,1,1,1,3,1,3
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,4801,1,5,5,3,3,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,324479,1,5,5,5,5,5
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,322769,1,3,3,3,3,3
9wk.TsOQeSGwXD9dodbr4JD_4FFW/,51658,1,3,3,3,3,5
A6Bt9oqedCAzAHo8nQ--/,331403,1,5,5,5,3,5
A6Bt9oqedCAzAHo8nQ--/,332281,1,3,3,1,3,1
A6Bt9oqedCAzAHo8nQ--/,324246,1,3,3,3,3,5
A6Bt9oqedCAzAHo8nQ--/,327707,1,3,3,3,3,5
A6Bt9oqedCAzAHo8nQ--/,327936,1,3,5,3,5,3
A6Bt9oqedCAzAHo8nQ--/,324954,1,5,5,3,5,5
A6Bt9oqedCAzAHo8nQ--/,322083,1,5,3,3,5,5
A6Bt9oqedCAzAHo8nQ--/,323799,1,5,5,5,5,5
A6Bt9oqedCAzAHo8nQ--/,324932,1,5,3,3,5,1
A6Bt9oqedCAzAHo8nQ--/,323360,1,5,3,3,5,5
A6Bt9oqedCAzAHo8nQ--/,322731,1,3,3,3,3,3
A6Bt9oqedCAzAHo8nQ--/,327031,1,5,3,5,3,5
A6Bt9oqedCAzAHo8nQ--/,333828,1,5,5,5,5,5
A6Bt9oqedCAzAHo8nQ--/,328120,1,5,5,5,5,5
A6Bt9oqedCAzAHo8nQ--/,10814,1,5,5,5,5,5
A6Bt9oqedCAzAHo8nQ--/,319347,1,3,5,3,3,3
A6Bt9oqedCAzAHo8nQ--/,239600,1,5,5,5,5,5
A6Bt9oqedCAzAHo8nQ--/,335516,1,5,5,5,3,5
A6Bt9oqedCAzAHo8nQ--/,325622,1,5,5,5,5,5
A6Bt9oqedCAzAHo8nQ--/,329299,1,5,5,5,5,5
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,341611,1,5,3,3,5,5
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,325032,1,1,3,3,3,3
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,327455,1,3,5,3,3,3
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,325627,1,5,5,3,3,5
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,324443,1,5,1,5,3,1
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,324789,1,1,3,3,3,3
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,324286,1,3,3,5,3,5
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,332812,1,5,5,5,5,5
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,327839,1,1,3,3,3,3
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,326741,1,3,3,3,5,3
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,327122,1,3,3,3,3,3
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,326053,1,3,1,3,3,1
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,325801,1,3,3,3,3,3
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,326054,1,1,1,3,1,1
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,325319,1,1,1,3,1,1
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,325794,1,3,3,3,3,3
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,324826,1,3,5,5,5,5
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,323801,1,5,3,3,3,3
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,323917,1,5,3,3,5,3
AG7GE92CdCIDmrJ4vHyieqhCmTt8/,326725,1,1,1,1,3,1
ALrOs_.bdCgZ9Rnu2A--/,326723,1,3,1,3,5,1
ALrOs_.bdCgZ9Rnu2A--/,347420,1,5,5,3,5,5
ALrOs_.bdCgZ9Rnu2A--/,324408,1,5,5,5,5,5
ALrOs_.bdCgZ9Rnu2A--/,322729,1,5,3,3,3,3
ALrOs_.bdCgZ9Rnu2A--/,324032,1,5,5,5,5,5
ALrOs_.bdCgZ9Rnu2A--/,322769,1,1,3,5,3,3
ALrOs_.bdCgZ9Rnu2A--/,345697,1,3,5,3,3,3
ALrOs_.bdCgZ9Rnu2A--/,323985,1,3,1,1,1,3
